,album_info,album_title,lyrics,song_title
54,"album: ""Bangerz"" (2013)","""Bangerz""","

[Intro]
Let me see your hands in the air, ohhh

[Verse]
I remember dreaming bout
The things I do right now
Like I climbed on to a cloud
Scared to look back down
I remember when
I was all alone
Nobody round
To hold me down
But now you're here with me tonight
Look at what you found
I was lonely for some time
Now it's only you and I
I won't leave without your love tonight, tonight

[Chorus]
I'm dancing
To the sound
Of my words in the crowd
Too high to come down
So let me see your hands in the air, 
Let me see your hands in the air
Let me see your hands in the air

[Verse: Ludacris]
It's go hard or go home and it ain't no lookin' back
My toughest enemy's is in the mirror, would you look at that?
I'm top five, dead or alive, one of the best to rhyme
And if I ever take a seat I stood the test of time
Every verse, every song, every feature I was on
Better know that I abused it
If I die before my time I'll still be living through my music
I cracked the industry open, but still got this shit on lock
Even on the highway up to heaven Luda still would be on top

[Chorus]
I'm dancing
To the sound
Of my words in the crowd
Too high to come down
So let me see your hands in the air
Let me see your hands in the air
Let me see your hands in the air

Woah Woah Woah
Ooooooh [x4]

yeah yeah yeah yeah yeah
Ooooooh [x2]

[Chorus]
I'm dancing
To the sound
Of my words in the crowd
Too high to come down
So let me see your hands in the air
Let me see your hands in the air
Let me see your hands in the air
",Hands In The Air
55,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Yeah I smoke pot, yeah I love peace
But I don't give a fuck, I ain't no hippy
Yeah I smoke pot, (do it) yeah I love peace (do it)
But I don't give a fuck (do it), I ain't no hippy (ah)

Yeah I smoke pot, yeah I love peace
But I don't give a fuck, I ain't no hippy
Yeah I smoke pot, (do it) yeah I love peace (do it)
But I don't give a fuck, I ain't no hippy (do it)

(I understand) feel like I am one with the universe
(I understand) and all I need is right here
(I understand) feel like I am part of the universe
And it's part of me

(I understand) why there is a sun?
And how do birds fly?
And why there is a moon
Way up in the sky?
Why there is trees? (do it)
And what the fuck is love? (do it)
And what is flying saucers
Watching from above?
(Yo, fuck, man)

Feel like I am one with the universe
And all I need is right here
Feel like I am part of the universe
And it's part of me

Yo, sing about love, love is what you need
Loving what you sing, and loving smoking weed
(Weed, weed, weed, weed)
Sing about peace, being high and free
So if you don't give a fuck, sing along with me

Yeah I smoke pot (smoke pot), yeah I love peace (love peace)
But I don't give a fuck, I ain't no hippy

(I understand) why there is a sky?
And why are bitches bored?
And why them motherfuckers
Putting bullets in their mouths
Violence is king
But peace is the way
Someday we’re gonna see it
So here's what I'm saying

Peace mu'fuckers (do it)
Peace mu'fuckers (do it)
Peace mu'fuckers (do it)
Peace mu'fuckers (do it)
Peace mu'fuckers (do it)
Peace mu'fuckers (do it)
Peace mu'fuckers (do it)
So peace mu'fuckers (do it)
Why do they put the dick in the pussy?
Fuck you
",Dooo It!
56,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Oh, Karen
You take it all too hard
You been talking to those fools again
And they'll tear your world apart
Oh, Karen
You gotta try to understand
Gotta hold on to your soul
Cause they'll crush it if they can

So, Karen don't be sad
They're just a bunch of fools
And you can make them powerless
Don't let them make the rules
So, Karen don't be sad
You know the truth is true
The world can still be beautiful
That part's up to you
So, Karen don't be sad

Oh, Karen
You know you're only letting 'em win
By letting all their lies and hate
Destroy you from within-in
Oh, Karen
They've taken away your smile
But you can give it back to us
Just fake it for a little while

So, Karen don't be sad
They're just a bunch of fools
And you can make them powerless
Don't let them make the rules
So, Karen don't be sad
You know the truth is true
The world can still be beautiful
That part's up to you
So, Karen don't be sad

So, Karen don't be sad
Don't let 'em win
Oh, don't let 'em win
Don't let them win
Don't let them win
Oh, don't let them win
Oh, don't let them win
Don't let them win
",Karen Don't Be Sad
57,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

The sunrise insists on gladness
But how can I be glad now my flower is dead
Oh, sun, I see you happy
You made the morning dew
Now you're showing me the truth
I don't want to believe you

The night has the power
To hold all your helplessness in
Heaven
The darkness is sadness
Hold to each other 'til tomorrow

The sunrise insists on gladness
But how can I be glad now my flower is dead
Oh, sun, I see you happy
You made the morning dew
Now you're showing me the truth
I don't want to believe you

Death, take me with you
I don't wanna live without my flower
Tomorrow, tomorrow
The time that it takes for love to effect a person
So deep, so deep
So deep

Oh sun, oh sun
Oh sun, oh sun
Oh sun, oh sun
I see you happy
Oh sun, oh sun
",The Floyd Song (Sunrise)
58,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Something in the way you love me
Something in the way you stare
I wanna be there skateboarding
In a space dude's evil layer

Something in the way you fuck me
You're never fucking there
Something in the way you touch me
I wonder, I should care

Ok, keep that last one

Sleeping is optimistic
But we can live without dreaming
It's the only time we can really be together
But I'm optimistic
There's something giving me that feeling
There's something giving me that feeling
There's something
There's something giving me that feeling
There's something
",Something About Space Dude
59,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Sitting here with nothing to say
Looking out the window
It just rained, but the sun's up for the day
And there's probably a rainbow
But I don't care 'cause all the colors left with you
Thinking about driving around in your car
I never thought that we would take it very far
I just love talking, and then parking, then we'd go walking
I loved you so much
I just started watching TV
I get so high 'cause you're not here smoking my weed
And I get so bored 'cause you're not here to make me laugh
You're so cute in your space suit
In your space boots
Space dude
Since you've left, I've started to drink
Sometimes now, when I do drugs I'll start to overthink, and I start crying
I think I'm dying
But I'm just tripping
Start spiraling down this hole

Oh, space dude in your space boots
I got to be high to deal with your moods
But maybe it's me, I got to change my view
Oh, space dude in your space suit
Our love, it takes us to the moon
But you leave me up there, I'm so marooned
Oh, space dude in your space boots and your space suit
Space dude
Space dude in your space boots and your space suit
Space dude

Every time we talk I feel like shit
I guess I was just tryin' to avoid letting myself feel like this
'Cause it makes me feel like I might die
But every second I'm doing that anyway
My biggest fear is not being with you
The pain is so excruciating I don't know what I'd do
We're both vegan
It makes it easy to think you’d never hurt anything
Living intentionally

Oh, space dude in your space boots
I got to be high to deal with your moods
But maybe it's me, I got to change my view
Oh, space dude in your space suit
Our love, it takes us to the moon
But you leave me up there, I'm so marooned
Oh, space dude in your space boots and your space suit
Space dude
Space dude in your space boots and your space suit
Space dude
",Space Bootz
60,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Alright this is really fucked up but, but but

Fucked up, fucked up
Fucked up, fucked up
Fuck, fuck fuck, fucked up

F-F-Fucked up
",Fuckin Fucked Up
61,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Alright, so this is really fucked up, but
Alright, I was sleeping next to him but I was dreaming about the other dude
And then all of a sudden, everything that he fucking did just made me cringe
And it was so hard to fall in but so easy just to fall right back out again
This whole time, I could give to you and I could paint you pictures
But I guess I could just never write a song and then maybe I'd never fell out of love with him in the first place
I mean, I, I don't wanna feel this feeling cause my energy's just so strong that,
I don't know if I'm creating this or this is actually what is meant to be
And you know, they say that you gotta think what you want into existence, but you know what?
Haven't been too good at making decisions so, I have no idea what the fuck I want, I guess

You're giving me a feeling in my head
Laying in my bed just thinking
Not really feeling like the one I want
Takes everything in me not to call him
I really, really, really wanted to
I told all my friends I'm moving on
Your baby talk is creeping me out
Fuck me so you stop baby talking

You know what, in the beginning it was like we were fucking homies and shit
And then all of a sudden you started with some fucking baby goo-goo tongue down my fucking throat
I mean, even in front of your mom
Dude, as if I'm not fucking awkward enough
I mean, you put me in these fucking situations where I look like a dumbass bitch and I'm not a fucking dumbass bitch
You know, like, I hate all that fucking PDA, I probably hate it more than your fucking friends do
You know, it's sweet and you couldn't be more opposite of my last dickhead but you know what I don't know if I can get over the fucking goo

You keep saying again and again
We're laying in my bed just talking
And now I, know I can't hold it back
I'm feeling like I'm gonna vomit
I don't really want an older you
I heard I change my mind way too often
Baby talk is creeping me out
Fuck me so you stop baby talking

Alright so, I'm gonna be honest
It's the super cutey shit, that's the main issue here
I mean, I'm fucking what?
Look, I like when you send me, you know, the, the queen emoji, but when I send back the monkey, you know,
The ones with the, the hands over the eyes, that means that shit's just getting a little too weird for me
I mean, I don't wanna say it in person, I just like bury my head in your armpit which... weirdly smells good and your hair and your fucking teeth
Like, why the fuck would I wanna lick your teeth but I do
And remember there was that one time that I had like a 15 minute, oh, that was kind of the best thing in the entire world, some
You know, maybe I could just get past this shit and I could get used to someone giving a fuck
I'm sorry I called you a creep and that thing about the vomit
I mean, look, I'm really starting to be in this whole thing, but no matter what you do, homegirl can't handle the fucking goo

Fuck me so you stop baby talking
Fuck me so you stop baby talking
Fuck me so you stop baby talking
Fuck me so you stop baby talking
I don't really want to get older you
I heard I change my mind way to often
Baby talk is creeping me out
Fuck me so you stop baby talking
",BB Talk
62,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

In your bed, or in your car
On the earth, or up in the stars
I wanna be, where you are
Even if that means, going too far

At your place, or up in space
You can, you can meet me out, as long as I see your face
I wanna be, where you are
Even if that means, letting go of my heart

You take me higher than I've been before
Don't laugh when I say that cause we just smoked a bowl
And I, I have a hard time, anyway, saying how I feel
But I'm a little buzzed, so I'm keeping it real

I tried to take it slow, but
When you're around me, my pot's about to blow, and
Everything you do just turns me on
So let's go to my room, and ""na, na""

Shit's 'bout to get real freaky I can feel it
I hope you're ready, I'm into whatever
Shit's 'bout to get real freaky I can feel it
Don't you worry, we won't regret it

It never felt right to be so wrong
I should've called you sooner, you loved me for so long
And it's been a while since I've been with someone else
Cause I got too good at just doing it myself

At your dad's place, or at your moms
And if they're both home, we can go out on the lawn
And I wanna walk around while wearing high heels
After we drank all night, and we done a bunch of pills
And then..

Shit's 'bout to get real
Freaky I can feel it
But don't you worry, you won't hurt it
Shit's 'bout to get real
Freaky I can feel it
Don't you worry, you won't regret it
",Fweaky
63,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

I sleep with the door open if you want to come in while I'm sleeping
I'm always sleeping naked cause you wake up and you're creeping
Want to lick it so much that it's almost like I taste it on the tip of my tongue
I want to touch it so bad that it's almost like I can feel it on my fingertips
I want yours inside of me, but don't forget where I like licking baby
I want to make your fantasies realities I want to be yours baby

I want you to bang my box
I want you to bang my box

There ain't nothing I'm scared to try
I can be on top or if you like it I just lie here
Take my picture position my body
Wherever you like just know I like it naughty
Teach me a lesson pretend we never met
But we can keep just kissing cause you're getting me so wet
The only downside to this morning is you getting up and you leaving
When I'm dreaming and you're in 'em I wake myself up cause I'm screaming
What are you doing to me
It's like you're a zookeeper setting animals free
You release me like a tiger that's been locked in a cage
Here I am, here you are
I want it so hard
You finger my heart
I know just what I need, what I came here to do
I've been thinking baby, been mostly about you

I want you to bang my box
I want you to bang my box

You say it tastes like cake with my lips against your face I want you to eat it baby
",Bang Me Box
64,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

The milky, milky, milk [x4]

The purple that is collapsing
Head for the hills and prepare your intellect to flow
The game of life is changing
Man is about to awake
Electric sun beams dancing in a liquid in my skull

The milky, milky, milk
Your tongue milking me so hard
And from sucking on your nipples
Licking milky, milky stars

I feel like a slab of butter
That is melting in the sun
The presence melts away
Now that you and me are one

Little 'nilla sundae and the greatest truth appear
That open up the flood tides of the last 2 billion years
I ask myself a question
What the fuck is gone
But I knew that I knew it
From the milky, milky gods

The milky, milky, milk
Your lips get me so wet
While I'm singing all the verses from the Tibetan Book of the Dead

The milky, milky, milk
The milky, milky, milk
Yeah, I'm digging it
It's kind of a molecular thing
Yeah, I'm digging it
It's kind of a molecular thing
Yeah, I'm digging it
Yeah, I'm digging it

I feel like a slab of butter
Yeah, I'm digging it
That is melting in the sun
Yeah, I'm digging it
The presence melts away
Yeah, I'm digging it
Now that you and me are one
Yeah, I'm digging it
Now that you and me are one
Yeah, I'm digging it
Now that you and me are one
Yeah, I'm digging it
Yeah, I'm digging it
Yeah, I'm digging it
Yeah, yeah
",Milky Milky Milk
65,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Eyes are strange, they say everything
While I'm lost, they just try to sing
Singing something, I can never
Fall forever and ever
So I try to understand it all
But I fell to live it up
I'm still standing here forever
Without sunshine in my mind

Yeah I've been alive
But I've been a liar
Yeah I've been alive
But I've been a liar
There's some kind of love
That's so much higher
Yeah I've been alive
But I've been a liar

I've seen death, I've seen truth
I've heard lies, I've seen birth too
I've seen happiness, I've seen pain and
I've seen the Sun come up and I've kissed the moon
I've heard voices, through the walls
I've seen figures, in my bed
I feel protected by things I don't understand
And that's more than you could say

Yeah I've been alive
But I've been a liar
Yeah I've been alive
But I've been a liar
There's some kind of love
That's so much higher
Yeah I've been alive
But I've been a liar
",Cyrus Skies
66,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

I'm 'bout to get fucked up, wanna get fucked up?
Fucked up
[x4]

The only laws I obey, the ones I'm makin' for myself
So why you make me play on the rules of someone else?
Self control is not something I'm working on
We fuck, you turn me on, so I can say about you

I feel like a slab of butter that is melting in the Sun
Aggression melts away now that you and me are one
Now that you and me are one
Now that you and me are one
You turn me on [x4]

Nature made a hole and now it's open, full of sweat
Like a scorpion, on fire, stinging myself to death
I get extinguished but it's instinctual
We fuck, you turn me on, is all I can say about you

I feel like a slab of butter that is melting in the Sun
Aggression melts away now that you and me are one
I feel like a slab of butter that is melting in the Sun
Aggression melts away now that you and me are one
Now that you and me are one
Now that you and me are one
You turn me on [x4]
",Slab Of Butter (Scorpion)
67,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

I'm so drunk I can't even explain how I feel right now...
",I'm So Drunk
68,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

I forgive you
I ain't 'bout that shit, so I forgive you
Too late to switch, so I forgive you
It ain't 'bout that bitch, so I forgive you
But I forget you
I forgive you
I ain't 'bout that shit, so I forgive you
Too late to switch, so I forgive you
It ain't 'bout that bitch, so I forgive you
But I forget you

I didn't mean all the shit I say
But it's better than what's going on in my head
How dare you bring another chick in our bed
You’re lucky I’m doing my yoga or you might be dead
I ain’t doin nothing that could take away my zen
If you are not enchanting then you fucked it up again
Life’s a bunch of tests, and we all just do our best
Searching for something outside ourselves to bring us happiness, yes

I forgive you
I ain't 'bout that shit, so I forgive you
Too late to switch, so I forgive you
It ain't 'bout that bitch, so I forgive you
But I forget you
I forgive you
I ain't 'bout that shit, so I forgive you
Too late to switch, so I forgive you
It ain't 'bout that bitch, so I forgive you
But I forget you

You and I don't know
What goes on for us
If we leave through the stars, we’ll both know
What’s a life for us

I forgive you
I ain't 'bout that shit, so I forgive you
Too late to switch, so I forgive you
It ain't 'bout that bitch, so I forgive you
But I forget you
I forgive you
I ain't 'bout that shit, so I forgive you
Too late to switch, so I forgive you
It ain't 'bout that bitch, so I forgive you
But I forget you
",I Forgive Yiew
69,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

They say love grows, but I've only seen it die
I'm too young to feel like I'm runnin' out of time

I get so scared
Thinkin' I'll never get over you
I'll always be making a compromise
No matter what I do, ooh
And maybe I'll never get over you

I've heard no one controls what happens in our lives
The universe gets to decide, our future is written up here in the sky

And I get so scared
Thinkin' I'll never get over you
Everything I've imagined
And none of our plans coming true

I met someone new and now I'm scared to go all the way
I hear you in my mind and can't let go of what you used to say
I'm freakin', it's repeating' when you said there'll never be a day
When letting go feels like before, tonight we're tryin' anyway

And I get so scared
Thinkin' they'll all be just like you
All the ways that you hurt me
And all of the shit you put me through

But maybe
I'm only just like you
Or maybe, they'll never come close to you
So maybe, I'll never get over you
Baby
",I Get So Scared
70,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

When we're driving
You're sayin go faster
And when we're singing to the radio
You're sayin make it louder

And you roll another one
You wanna get higher, and
When I need the fire
You're always my lighter

When we're rolling
You always put your feet on mine, and
And when I'm running late
You always remind me of the time
When I'm feeling low
You lift me to the moon and back
Back into your arms, I won't let go
Until I know how much you really love me, baby

I see a light

And I've heard we never truly see ourselves
You gotta leave it up to someone else
To know how beautiful you really are, baby
We never get to see ourselves
Sleeping peacefully next to the ones that we love
We never see us cry, when someone dies, see us cryin
Someone new was born, baby

When we're driving
You say you can go faster, and
When we're singing to the radio
You say you turn it louder

And you roll another one
You wanna get higher, and
When I need the fire
You're always my lighter

I see a light coming towards me
Moving slowly, but coming quickly
At the same time, I think it represents
What's going on in my mind, when
We're together, everything is so sweet
There's nowhere in the world I'd rather be
As long as I've got you, and you've got me, baby
I could leave here, I don't need nothing but you
When you're starting out beyond just us two
Forever gets complicated
It don't have to be that way, baby

I see a light coming towards me
Moving slowly, but coming quickly
At the same time, I think it represents
What's going on in my mind [x8]
",Lighter
71,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Sun Gods crest upon his azure shield
Shows you what you know, ain’t what you feel
Shooting beam, blinding me
The sun is a giant spaceship tangerine
It shoots out rays of hopeful golden morphine
Tangerine
Shooting beam
Tangerine
Shooting beam
As I stand before this holy sphere
It’s singing me a song, I don’t want to hear
Want to hear

[Big Sean:]
All I see is warm champagne
Confetti on the floor from last night still laying
The same playlist on my phone still playing
As my eyes strain, jealous of the sun, wishing I could do the same
Man, but how I’m supposed rise though? When shit just hold me down
How I'm supposed to shine man, through all the smoke and clouds?
I’m on a trip, no luggage, no ticket
I’m looking in the mirror and I’m the only thing missing
I been tryna find myself, I feel so long distance
Made a promise to myself, I wouldn't just be a statistic
No, no, I’m the one of the one on one’s
Twenty some but my soul a hundred some
My mind’s racing, it’s racing
And honestly I can’t remember what it’s running from
I just hope that I come in one
Seems like everyone I know is getting married
Everyone else getting buried
Life should come with a sign saying
“Results may vary”
Straight up

I take my place along the memory
The sun’s so high, it’s rising in the heat
Try to fight the sunrise but it comes for you
Love is brighter than the fiery violent truth
",Tangerine
72,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

The first impulse to violence is probably right
The second impulse to stop it is probably wrong
Why do people only show forgiveness
When they want sound cool in a song?
So I keep tryin' to understand where we are goin'
I keep searchin' for some meanin' in my dreams
And I'm dreamin' of bein' eaten by tigers
While the sparrows start to sing in a tree

And we always end up singin' the same song
They remind us of the bullshit in the world
But they also remind us we are dying
That's why we want to sing even more

I don't think we got where we were goin'
I had a dream that we were in a weird sky
Why do people let their dreams
Be somethin' so bad?
Such a weird fuckin' dream
Flyin' around into the sky like superman
Changing tigers and your arrows land sparrows
Those religious fucks will never understand

And we always end up singin' the same song
They remind us of the bullshit in the world
Maybe it wasn't really a dream
I can't really tell anymore

And we always end up singin' the same song
Cause we always end up singin' the same song
Helps us to forget that we were wrong
And we always end up singin' the same song
And we always end up singin' the same song
Helps us to forget that we were wrong
",Tiger Dreams
73,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

Evil is but a shadow
That always accompanies the good
You can try to have a world
A world without the shadow
But it'll be a dark, dark and cold place world
Cause it would be a world, a world without light too

The lights of nature
The light of the true
The light of silence
The light of all I do
The brighter it shines from the mountain
The more evil hides in its hole
Enjoy so hard to defeat us
A world starting to lose your control
Trol, lose your control
Trol, lose your control
Trol, lose your control
Trol, lose your control

We won't stop
We'll let it go, it drop
How'd it get to be so obvious?
I'll have fun
We won't stop
We'll let it fucking drop
We won't stop, oh
I'll have fun

Evil is but a shadow
A shadow in this world
Evil is but a shadow
A shadow in this world
Evil is but a shadow
A shadow in this world
",Evil Is But A Shadow
74,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

We all walk around
And waste life
It's just gonna go on forever
Like there's some eternal endless supply
Of what it takes to keep us alive
There might be a day
When everything goes away
To remind us how ungrateful our culture is
We need to take time
To replace what's stolen from mother nature

We only have
1 sun, 1 moon, 1 me
1 you
And we only have a little time to show how much we love
The sun (the sun) the moon (the moon)
How much I really love you
We only have a little bit of time (time, time, time)

I once heard
Grace Jones say
I have my own concept of time
I always think bout' that cause I've always felt like
I was running a little behind
What's in front of me
I don't know
Cause I can't see what hasn't started to grow

We only have
1 sun, 1 moon, 1 me
1 you
And we only have a little time to show how much we love
The sun (the sun) the moon (the moon)
How much I really love you
We only have a little bit of time (time, time, time)

Wake up, world
Can't you see the earth is crying
Wake up, world
Can't you see all the clouds are dying
And maybe one day there won't be rainbows
Grass won't be green and the sky won't be blue
I don't wanna see a cyclone
There's no sun, no moon, no me, no you

We only have
1 sun, 1 moon, 1 me
1 you
And we only have a little time to show how much we love
The sun (the sun) the moon (the moon)
How much I really love you
We only have a little bit of time (time, time, time)
",1 Sun
75,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

How can I love
Someone I never touched
You lived under the water
But I love you so much
You never been on land
And you never seen the sky
You don't know what a cloud is
Why does everything I love have to die
They all wanted to see
You be as big as you could be
But I couldn't let that be
Thought keeping you small
Meant keeping you safe
If I could do it again
I'd release you to sea
‘Cause I can't bear to see
Something so wild just die in a tank

And Pablow the blowfish
I miss you so much
And Pablow the blowfish
I miss you so bad

On Saturday night
We all went out to eat
But I can never decide
So someone chose sushi
I got soup
And I ordered rice
But watching my friends eat my friends
Ruined my appetite

Oh, Pablow the blowfish
If they only knew you like I do
They'd love you too
And Pablow the blowfish
I miss you so bad

I won't forget
Even one second we had
‘Cause you might be gone
But you could never be dead
I heard of a seahorse named Sadie
I heard she was quite the lady
Maybe you'll find her and you can make babies
That'd be kind of crazy

If Pablow the blowfish
Found love deep in the sea
Then that would mean
Pablow the blowfish
Is better off than here with me

But Pablow the blowfish
I miss you so bad
",Pablow The Blowfish
76,"album: ""Miley Cyrus And Her Dead Petz"" (2015)","""Miley Cyrus And Her Dead Petz""","

I had a dream
David Bowie taught us how to skateboard
But he was shaped like Gumby
And I had a dream
Took a helicopter
Flew it up too high, got stuck in the clouds
Don't wanna come down
And I had a dream
We went on a safari
I said look at that lion, she reminds me of you
Cause you're the queen
And I had a dream
That you were dying
But I wasn't even crying, I just sang you to sleep
I sang you to sleep

But what does it mean?
What does it all mean?
Oh, I had a dream
What did it mean?
What did it mean?

And I had a dream
We robbed the record store
The one with the yellow door
We stole every goddamn record they had
And I had a dream
That I didn't give a fuck
But I give a fuck
I miss you so bad, I think I might die

What does it mean
What does it all mean?
Oh, I had a dream
What did it mean?
What did it mean?
I just wanna scream
What does it mean?
What does it mean?
I just wanna scream
I just wanna scream

What does it mean?
What does it mean? What does it mean?
I had a dream
What does it mean? What does it mean?
I had a dream
But what does it mean? What does it mean?
What does it all mean?

And I had a dream
We were being chased by monsters
Maybe they were aliens
But I wasn't scared cause you were there
And I had a dream
We took karate
That's when you said you love me
You loved me

What does it mean?
What does it all mean?
What does it mean?
What does it all mean?
Fuck yeah
",Twinkle Song
77,"album: ""Younger Now"" (2017)","""Younger Now""","

Feels like I just woke up
Like all this time I've been asleep
Even though it's not who I am
I'm not afraid of who I used to be

No one stays the same (oh, oh)
You know what goes up must come down (oh, oh)
Change is a thing you can count on (oh, oh)
I feel so much younger now (oh, oh)

Feels like I've been living in a dream
But never make it to the end
My eyes open when they feel the light
It's always right before I'm about to scream

No one stays the same (oh, oh)
You know what goes up must come down (oh, oh)
Change is a thing you can count on (oh, oh)
I feel so much younger now (oh, oh)

What goes up must come down
What goes up must come down
What goes up must come down
What goes up must come down (yeah)

No one stays the same (oh, oh)
You know what goes comes back around (oh, oh)
Change is a thing you can count on (oh, oh)
I feel so much younger now (oh, oh)
I feel so much younger now (oh, oh)
I feel so much younger now (oh, oh)
",Younger Now
78,"album: ""Younger Now"" (2017)","""Younger Now""","

I never came to the beach or stood by the ocean
I never sat by the shore under the sun with my feet in the sand
But you brought me here and I'm happy that you did
'Cause now I'm as free as birds catching the wind

I always thought I would sink, so I never swam
I never went boatin', don't get how they are floatin'
And sometimes I get so scared
Of what I can't understand

But here I am
Next to you
The sky's more blue
In Malibu
Next to you
In Malibu
Next to you, baby

We watched the sun go down as we were walking
I'd spend the rest of my life just standing here talking
You would explain the current as I just smile
Hoping that you'll stay the same and nothing will change
And it'll be us just for a while
Do they even exist?
That's when I make the wish
To swim away with the fish

Is it supposed to be this hot all summer long?
I never would've believed you
If three years ago you told me
I'd be here writing this song

But here I am
Next to you
The sky's so blue
In Malibu
Next to you
In Malibu
Next to you, baby

Next to you
The sky's so blue
In Malibu, baby
Next to you

We are just like the waves that flow back and forth
Sometimes I feel like I'm drowning and you're there to save me
And I wanna thank you with all of my heart
It's a brand new start
A dream come true
In Malibu
",Malibu
79,"album: ""Younger Now"" (2017)","""Younger Now""","

[Dolly Parton:]
Hey, Miley
It's me, I'm in Nashville
I'm on my way to Dollywood, busy as you are
Can't get enough stuff to do, can't
But anyway, I'm excited about singing with you
So I'm just gonna turn my CD player on with you singing
I'm gon' put this on a cassette
Sing along with it, and then I'll run you off a CD later
Oh, I'm so high tech
I got a flip phone too
But anyhow, see what you think
And mmm, here I go
Come on

[Miley Cyrus & Dolly Parton:]
Livin' in a rainbowland
Where everything goes as planned and I smile
'Cause I know if we tried, we could really make a difference in this world
I won't give up or sleep a wink
It's the only thought I think
You know where I stand
I believe we can start livin' in a rainbowland

Livin' in a rainbowland
Where you and I go hand in hand
Oh, I'd be lyin' (I'd be lyin'), if I said this was fine
All the hurt and the hate going on here (hate going on here)
We are rainbows, me and you
Every color, every hue
Let's shine through
Together we can start livin' in a rainbowland

Living in a rainbowland
Where skies are blue and things are grand
Oh, wouldn't it be nice to live in paradise
Where we're free to be exactly who we are
Let's all dig down deep inside
Brush the judgement and fear aside
Make wrong things right (all things right), and end the fight
'Cause I promise ain't nobody gonna win
(C'mon)

Livin' in a rainbowland
Where you and I go hand in hand
Oh, I'd be lyin' (I'd be lyin'), if I said this was fine
All the hurt and the hate going on here (hate going on here)
We are rainbows, me and you
Every color, every hue
Let's shine through
Together we can start livin' in a rainbowland

Livin' in a rainbowland
Where you and I go hand in hand together (let's do it together)
Change things forever (forever)
I know there's got to be a greener plan
We are rainbows, me and you
Every color, every hue
Let's shine through (shine my head)
Together we can start livin' in a rainbowland

[Dolly Parton:]
Hey, Miley
Look, I know it sounds scrambled when I'm singing it with you
But [?] do a little bit better
At least, I may not get it all the way through
'Cause I'm not sure of the structure without you
But I think this could work well, don't you?
If not, like I said
I'll write that love song for you
You probably wrote it about some boy you loved, didn't you?
Well...
",Rainbowland
80,"album: ""Younger Now"" (2017)","""Younger Now""","

If I spent a week without you
Bet you'd wonder what I do
I think that I'd start going out
Get caught kissing other dudes

And it seems you just wanna bring me down, down
With your bad attitude (bad attitude)
When you know I'm not one to keep dealing with the shit
That you put me through

I know that I gave you my heart
But you stomped it to the ground
And that's what got me wondering what it's like
To not have you around

If I spent a week without you
Hmm, I'd probably have so much fun
First thing first I'd gather up all my girls, yeah
So we can lay out in the sun

It would be so nice not to worry, yeah
How I love not to stress
I'd go and grab my old blue jeans
I'm sick of wearing this silly dress

I know that I gave you my heart
But you stomped it to the ground
And that's what got me wondering what it's like
To not have you around

You know I'd miss you, baby
Feels like I've known you since I was just 7 years old
You used to make me smile but now you don't do that anymore
It feels like I'm always just crying and sleeping alone
But when I think of you gone, I know

I know that I gave you my heart
But you stomped it to the ground
I don't want to wonder what it's like
To not have you around

To not have you around
To not have you around
To not have you around
To not have you around

You know I'd miss you, baby
You know I’d miss you, baby
You know I'd miss you, baby
(Know I'd miss you)
",Week Without You
